DT,Month,Day,Hour,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,Zone1,Zone2,Zone3,MeanConsumption,DayOfWeek,Weekday,Week,Season,Year
2017-01-01 15:00:00,1,1,15,15.558333333333332,58.19166666666666,0.07483333333333332,303.5,54.76666666666667,29218.227846666665,17722.796351666668,16594.698795,21178.57433111111,6.0,0.0,52.0,1.0,2017
2017-01-01 16:00:00,1,1,16,15.471666666666666,58.291666666666664,0.076,217.51666666666668,214.26666666666665,28730.12658333333,17503.343465,16388.433733333335,20873.967927222224,6.0,0.0,52.0,1.0,2017
2017-01-01 17:00:00,1,1,17,15.146666666666667,59.93333333333334,0.0785,102.635,125.27999999999999,34423.29113666667,21094.832826666665,22275.66265,25931.262204444443,6.0,0.0,52.0,1.0,2017
2017-01-01 18:00:00,1,1,18,14.013333333333334,65.27333333333333,0.07733333333333332,4.804833333333334,4.874833333333333,39619.24050666666,24361.702126666667,25729.156626666667,29903.366420000002,6.0,0.0,52.0,1.0,2017
2017-01-01 19:00:00,1,1,19,11.81,70.20833333333333,0.0775,0.06066666666666667,0.09999999999999999,40318.98734166667,24692.401215,26186.024095,30399.13755055556,6.0,0.0,52.0,1.0,2017
2017-01-01 20:00:00,1,1,20,11.69,70.88333333333334,0.07716666666666666,0.06216666666666667,0.09783333333333333,40371.64556833333,25406.079028333334,26493.493978333336,30757.07285833333,6.0,0.0,52.0,1.0,2017
2017-01-01 21:00:00,1,1,21,11.748333333333333,70.82666666666667,0.07533333333333332,0.058499999999999996,0.09633333333333333,38712.91139166666,24836.474163333332,25344.57831333333,29631.321289444444,6.0,0.0,52.0,1.0,2017
2017-01-01 22:00:00,1,1,22,12.791666666666666,66.20666666666666,0.07433333333333332,0.06483333333333334,0.11699999999999999,34972.15189666667,23067.477203333332,22582.168673333334,26873.932591111112,6.0,0.0,52.0,1.0,2017
2017-01-01 23:00:00,1,1,23,11.711666666666666,72.50666666666666,0.075,0.06783333333333334,0.09966666666666667,30072.91139166667,20105.77507666667,19578.79518,23252.493882777777,6.0,0.0,52.0,1.0,2017
2017-01-02 00:00:00,1,2,0,10.666666666666666,78.03333333333333,0.07666666666666666,0.06583333333333334,0.14049999999999999,25303.291138333338,17007.902733333332,16884.819278333332,19732.004383333333,0.0,1.0,1.0,1.0,2017
2017-01-02 01:00:00,1,2,1,10.703333333333333,78.91666666666667,0.07616666666666666,0.07133333333333333,0.13866666666666666,22512.405061666665,14910.6383,15079.518071666665,17500.853811111112,0.0,1.0,1.0,1.0,2017
2017-01-02 02:00:00,1,2,2,11.031666666666666,76.75,0.07783333333333332,0.0685,0.14766666666666667,20945.822783333333,13835.866263333335,14165.783131666665,16315.824059444443,0.0,1.0,1.0,1.0,2017
2017-01-02 03:00:00,1,2,3,10.568333333333333,79.26666666666667,0.0775,0.069,0.1435,20097.21518833333,13466.261398333334,13794.698794999998,15786.058460555556,0.0,1.0,1.0,1.0,2017
2017-01-02 04:00:00,1,2,4,10.253333333333334,81.93333333333334,0.07616666666666666,0.07633333333333332,0.13966666666666666,20066.835441666666,13248.632216666667,13604.819278333334,15640.095645555557,0.0,1.0,1.0,1.0,2017
2017-01-02 05:00:00,1,2,5,9.729999999999999,83.55,0.077,0.072,0.149,20838.481011666667,13910.638298333333,14052.048193333334,16267.055834444443,0.0,1.0,1.0,1.0,2017
2017-01-02 06:00:00,1,2,6,9.336666666666668,84.64999999999999,0.076,0.0565,0.13799999999999998,23307.341773333334,15348.328266666666,14654.457831666667,17770.04262388889,0.0,1.0,1.0,1.0,2017
2017-01-02 07:00:00,1,2,7,9.543333333333335,84.9,0.07733333333333332,0.07583333333333334,0.13583333333333333,22895.189871666666,15709.422491666666,12863.614456666668,17156.075606666665,0.0,1.0,1.0,1.0,2017
2017-01-02 08:00:00,1,2,8,8.873333333333333,83.91666666666667,0.08183333333333333,10.453666666666667,6.917000000000001,24368.607594999998,16416.413373333333,11957.590363333335,17580.87044388889,0.0,1.0,1.0,1.0,2017
2017-01-02 09:00:00,1,2,9,9.488333333333333,86.11666666666667,0.07983333333333333,128.585,31.36,24505.316454999996,18190.881458333333,13539.27711,18745.15834111111,0.0,1.0,1.0,1.0,2017
2017-01-02 10:00:00,1,2,10,12.865,74.43666666666667,0.07666666666666666,278.46666666666664,41.51833333333334,26384.810126666667,19947.112461666668,15385.060243333333,20572.327610555556,0.0,1.0,1.0,1.0,2017
2017-01-02 11:00:00,1,2,11,15.049999999999999,58.00833333333333,0.07616666666666666,402.55,41.35333333333333,28224.810126666667,20830.395136666666,16511.807230000002,21855.670831111114,0.0,1.0,1.0,1.0,2017
2017-01-02 12:00:00,1,2,12,15.168333333333335,58.125,0.076,471.0833333333333,43.23666666666667,29581.772151666664,19950.759878333334,18199.518073333333,22577.350034444444,0.0,1.0,1.0,1.0,2017
2017-01-02 13:00:00,1,2,13,15.306666666666667,59.30833333333334,0.07633333333333332,484.0,44.004999999999995,29485.56962,19572.036473333334,18946.50602333333,22668.037372222225,0.0,1.0,1.0,1.0,2017
2017-01-02 14:00:00,1,2,14,15.563333333333333,55.98666666666667,0.07566666666666666,444.96666666666664,42.288333333333334,28611.645569999997,20161.702128333334,18274.698795,22349.34883111111,0.0,1.0,1.0,1.0,2017
2017-01-02 15:00:00,1,2,15,15.475,57.26333333333333,0.0755,353.01666666666665,64.53333333333333,28971.13924,21335.562309999998,16510.843371666666,22272.51497388889,0.0,1.0,1.0,1.0,2017
2017-01-02 16:00:00,1,2,16,15.238333333333335,60.76333333333333,0.076,225.5666666666667,225.23333333333335,29996.962026666664,20641.337388333333,16346.987953333335,22328.429122777776,0.0,1.0,1.0,1.0,2017
2017-01-02 17:00:00,1,2,17,14.966666666666667,61.64166666666667,0.07733333333333332,86.53333333333335,107.67333333333333,37022.784811666665,24476.595745,22448.192771666665,27982.52444277778,0.0,1.0,1.0,1.0,2017
2017-01-02 18:00:00,1,2,18,14.206666666666665,65.69166666666666,0.076,3.621333333333333,3.6778333333333335,41747.8481,26987.841946666667,25507.469881666668,31414.38664277778,0.0,1.0,1.0,1.0,2017
2017-01-02 19:00:00,1,2,19,13.523333333333333,69.69500000000001,0.0755,0.05733333333333334,0.10083333333333333,41498.73417833333,26857.75076,25545.06024333333,31300.515060555557,0.0,1.0,1.0,1.0,2017
2017-01-02 20:00:00,1,2,20,13.411666666666667,68.645,0.07516666666666666,0.058666666666666666,0.09766666666666667,41096.708861666666,26782.370821666667,25642.409638333334,31173.82977388889,0.0,1.0,1.0,1.0,2017
2017-01-02 21:00:00,1,2,21,13.125,66.96166666666666,0.07533333333333332,0.0575,0.09216666666666667,39461.265823333335,25874.772035,25002.409638333334,30112.81583222222,0.0,1.0,1.0,1.0,2017
2017-01-02 22:00:00,1,2,22,12.876666666666667,68.675,0.07466666666666666,0.07683333333333334,0.11499999999999999,35830.886074999995,23548.93617,22839.518073333336,27406.446772777777,0.0,1.0,1.0,1.0,2017
2017-01-02 23:00:00,1,2,23,12.473333333333334,71.71666666666667,0.07483333333333332,0.058666666666666666,0.12283333333333334,30112.405063333335,20373.252281666664,19941.204818333335,23475.620721111107,0.0,1.0,1.0,1.0,2017
2017-01-03 00:00:00,1,3,0,11.840000000000002,75.53333333333333,0.07483333333333332,0.075,0.14049999999999999,25269.87341666667,17369.604863333334,17032.289158333333,19890.589146111113,1.0,1.0,1.0,1.0,2017
2017-01-03 01:00:00,1,3,1,12.131666666666668,72.56666666666666,0.0765,0.06033333333333333,0.15133333333333332,22636.962025,15217.021276666666,15190.361446666668,17681.448249444442,1.0,1.0,1.0,1.0,2017
2017-01-03 02:00:00,1,3,2,11.788333333333334,73.88333333333334,0.07683333333333332,0.06833333333333333,0.1465,21371.139241666668,14075.379936666666,14231.325299999999,16559.281492777776,1.0,1.0,1.0,1.0,2017
2017-01-03 03:00:00,1,3,3,12.206666666666665,73.93333333333334,0.07616666666666666,0.07216666666666667,0.1565,20557.974681666667,13662.613981666667,13708.915663333333,15976.501442222221,1.0,1.0,1.0,1.0,2017
2017-01-03 04:00:00,1,3,4,11.443333333333333,76.35,0.0795,0.06966666666666667,0.15016666666666667,20116.455698333335,13627.963526666666,13591.325301666666,15778.581508888887,1.0,1.0,1.0,1.0,2017
2017-01-03 05:00:00,1,3,5,10.844999999999999,79.78333333333333,0.07816666666666666,0.064,0.15016666666666667,21034.936709999998,14033.434651666668,14056.86747,16375.079610555556,1.0,1.0,1.0,1.0,2017
2017-01-03 06:00:00,1,3,6,11.096666666666666,77.66666666666667,0.07816666666666666,0.07866666666666666,0.14133333333333334,24105.316454999996,15663.829786666667,14605.301205000002,18124.815815555554,1.0,1.0,1.0,1.0,2017
2017-01-03 07:00:00,1,3,7,9.67,81.46666666666665,0.07866666666666666,0.063,0.15716666666666668,24204.55696,16228.571428333331,13002.409638333333,17811.846008888886,1.0,1.0,1.0,1.0,2017
2017-01-03 08:00:00,1,3,8,8.571666666666667,84.16666666666667,0.08083333333333333,10.179333333333334,7.0376666666666665,25145.316456666667,16824.924011666666,12197.59036,18055.943609444443,1.0,1.0,1.0,1.0,2017
2017-01-03 09:00:00,1,3,9,9.218333333333334,85.05,0.08283333333333333,124.61666666666667,36.76166666666666,28354.43037833333,18807.294835,13714.698794999998,20292.14133611111,1.0,1.0,1.0,1.0,2017
2017-01-03 10:00:00,1,3,10,13.418333333333335,75.48333333333333,0.08083333333333333,281.51666666666665,42.803333333333335,31190.886076666666,20346.504558333334,14776.867471666666,22104.752702222224,1.0,1.0,1.0,1.0,2017
2017-01-03 11:00:00,1,3,11,14.903333333333334,66.10666666666667,0.08016666666666666,403.4666666666667,44.68666666666667,33065.31645666667,21312.462006666665,15813.975903333334,23397.251455555557,1.0,1.0,1.0,1.0,2017
2017-01-03 12:00:00,1,3,12,15.253333333333332,64.24333333333334,0.07433333333333332,472.8,44.855,33998.98734166667,21768.99696,16525.301203333333,24097.761835,1.0,1.0,1.0,1.0,2017
2017-01-03 13:00:00,1,3,13,15.443333333333333,63.03666666666667,0.07483333333333332,489.25,44.85333333333333,33623.291138333334,21546.50456,16825.060241666666,23998.285313333337,1.0,1.0,1.0,1.0,2017
2017-01-03 14:00:00,1,3,14,15.421666666666667,64.19,0.074,447.34999999999997,43.79333333333333,32410.126581666667,21604.255318333333,16531.084336666667,23515.15541222222,1.0,1.0,1.0,1.0,2017
2017-01-03 15:00:00,1,3,15,15.408333333333333,64.98,0.075,356.0333333333333,79.125,32293.670886666663,21406.079026666666,16480.963856666665,23393.571256666666,1.0,1.0,1.0,1.0,2017
2017-01-03 16:00:00,1,3,16,15.19,67.07833333333333,0.075,222.0,230.4333333333333,32090.126581666667,21168.38906,16620.722891666668,23293.07951111111,1.0,1.0,1.0,1.0,2017
2017-01-03 17:00:00,1,3,17,14.775,66.21499999999999,0.075,84.52333333333333,105.85666666666667,37828.86076,24688.753800000002,22138.79518,28218.803246666666,1.0,1.0,1.0,1.0,2017
2017-01-03 18:00:00,1,3,18,13.658333333333333,72.76,0.07533333333333332,3.8621666666666665,3.9261666666666666,42768.607593333334,27244.3769,25638.554216666667,31883.846236666664,1.0,1.0,1.0,1.0,2017
2017-01-03 19:00:00,1,3,19,11.266666666666666,80.03333333333333,0.076,0.0635,0.09816666666666667,42546.83544333334,27134.346504999998,25804.33734833333,31828.50643222222,1.0,1.0,1.0,1.0,2017
2017-01-03 20:00:00,1,3,20,10.1,82.85000000000001,0.07583333333333332,0.07266666666666667,0.09216666666666667,42245.06329,27093.617021666665,26079.036145000002,31805.905485555555,1.0,1.0,1.0,1.0,2017
2017-01-03 21:00:00,1,3,21,9.32,83.71666666666667,0.07383333333333332,0.05883333333333333,0.08716666666666667,40194.43038,26292.401215,25181.686748333334,30556.17278111111,1.0,1.0,1.0,1.0,2017
2017-01-03 22:00:00,1,3,22,8.938333333333334,83.86666666666666,0.0735,0.06016666666666667,0.09466666666666666,35961.51898666666,23825.531915,23210.602410000003,27665.884437222223,1.0,1.0,1.0,1.0,2017
2017-01-03 23:00:00,1,3,23,8.491666666666667,84.60000000000001,0.075,0.05983333333333333,0.09383333333333332,30484.050635000003,20431.610943333333,19941.204818333335,23618.955465555555,1.0,1.0,1.0,1.0,2017
2017-01-04 00:00:00,1,4,0,8.523333333333333,82.83333333333333,0.07566666666666666,0.05366666666666667,0.107,26271.392406666666,17599.392098333334,17273.25301,20381.34583833333,2.0,1.0,1.0,1.0,2017
2017-01-04 01:00:00,1,4,1,8.223333333333334,81.86666666666667,0.07516666666666666,0.0635,0.08850000000000001,23247.59493833333,15102.735563333334,15411.084335,17920.471612222223,2.0,1.0,1.0,1.0,2017
2017-01-04 02:00:00,1,4,2,7.955000000000001,81.56666666666666,0.076,0.07033333333333333,0.11566666666666665,22007.088604999997,13888.7538,14392.289156666666,16762.710520555556,2.0,1.0,1.0,1.0,2017
2017-01-04 03:00:00,1,4,3,7.715,80.89999999999999,0.07583333333333332,0.0605,0.11433333333333334,21329.620251666667,13419.452888333333,13929.638555,16226.237231666666,2.0,1.0,1.0,1.0,2017
2017-01-04 04:00:00,1,4,4,6.592,83.7,0.08600000000000001,0.06333333333333334,0.10266666666666667,20240.0,13294.832828333332,13781.204819999999,15772.012549444444,2.0,1.0,1.0,1.0,2017
2017-01-04 05:00:00,1,4,5,5.985833333333333,86.75,0.08516666666666667,0.06766666666666667,0.12116666666666666,21350.886076666666,13946.504558333334,14221.686746666666,16506.359127222222,2.0,1.0,1.0,1.0,2017
2017-01-04 06:00:00,1,4,6,5.491333333333333,87.33333333333333,0.08533333333333333,0.05316666666666667,0.1235,24277.468355,15483.282675,14893.493975,18218.081668333336,2.0,1.0,1.0,1.0,2017
2017-01-04 07:00:00,1,4,7,5.435666666666666,87.36666666666667,0.08866666666666667,0.06666666666666667,0.126,24287.594936666665,15868.085108333333,13051.566265000001,17735.748770000002,2.0,1.0,1.0,1.0,2017
2017-01-04 08:00:00,1,4,8,4.9695,87.41666666666667,0.08733333333333333,12.006,7.499833333333332,25282.025316666666,16550.759878333334,11958.554216666666,17930.446470555555,2.0,1.0,1.0,1.0,2017
2017-01-04 09:00:00,1,4,9,5.240333333333333,86.26666666666667,0.08766666666666667,132.20000000000002,33.419999999999995,28268.354430000003,19106.99088,13893.975901666667,20423.107070555558,2.0,1.0,1.0,1.0,2017
2017-01-04 10:00:00,1,4,10,6.7595,82.01666666666667,0.09049999999999998,283.75,39.800000000000004,30143.79747,21150.759876666667,15226.024095,22173.527147222223,2.0,1.0,1.0,1.0,2017
2017-01-04 11:00:00,1,4,11,9.36,77.28333333333333,0.08983333333333332,408.3,39.41166666666667,32812.15189833333,21882.06687,16279.518071666665,23657.91228,2.0,1.0,1.0,1.0,2017
2017-01-04 12:00:00,1,4,12,12.806666666666667,66.39166666666667,0.08633333333333333,487.56666666666666,37.123333333333335,34139.746835,22043.768996666666,16597.590361666666,24260.36873111111,2.0,1.0,1.0,1.0,2017
2017-01-04 13:00:00,1,4,13,15.695,59.225,0.08533333333333333,502.01666666666665,39.465,33335.696201666666,21852.887536666665,16872.289156666666,24020.290965000004,2.0,1.0,1.0,1.0,2017
2017-01-04 14:00:00,1,4,14,17.49,53.120000000000005,0.07883333333333332,451.6166666666666,44.443333333333335,32525.56962,21582.978723333334,16561.927711666667,23556.82535166667,2.0,1.0,1.0,1.0,2017
2017-01-04 15:00:00,1,4,15,17.275,59.46666666666667,0.075,363.1333333333334,99.94666666666667,32316.962026666664,21574.468083333333,16238.072290000002,23376.500799999998,2.0,1.0,1.0,1.0,2017
2017-01-04 16:00:00,1,4,16,17.363333333333333,60.99666666666667,0.0765,224.66666666666666,244.73333333333335,31615.189873333333,21005.471126666667,16069.39759,22896.686196666666,2.0,1.0,1.0,1.0,2017
2017-01-04 17:00:00,1,4,17,16.555,64.88333333333334,0.07416666666666666,81.02833333333334,100.63666666666666,37109.873418333336,24446.808510000003,21834.216866666666,27796.966265,2.0,1.0,1.0,1.0,2017
2017-01-04 18:00:00,1,4,18,13.700000000000001,74.38333333333334,0.07766666666666666,3.903166666666667,3.9578333333333333,43216.20253333334,27463.82978666667,25584.57831333333,32088.203544444445,2.0,1.0,1.0,1.0,2017
2017-01-04 19:00:00,1,4,19,12.93,75.68833333333333,0.0825,0.0725,0.08666666666666667,42815.18987166667,27265.04559166667,25706.024095,31928.75318611111,2.0,1.0,1.0,1.0,2017
2017-01-04 20:00:00,1,4,20,13.488333333333335,67.88,0.08616666666666667,0.06533333333333334,0.08933333333333333,42382.78480833333,27198.17629,25846.746988333336,31809.23602888889,2.0,1.0,1.0,1.0,2017
2017-01-04 21:00:00,1,4,21,12.156666666666666,70.89999999999999,0.084,0.059166666666666666,0.105,40226.83544333334,26196.352585,25257.831326666666,30560.339785,2.0,1.0,1.0,1.0,2017
2017-01-04 22:00:00,1,4,22,10.633333333333333,75.60000000000001,0.084,0.07266666666666667,0.10983333333333334,36415.18987166667,23878.419453333336,23161.44578,27818.35170166667,2.0,1.0,1.0,1.0,2017
2017-01-04 23:00:00,1,4,23,9.883333333333335,77.2,0.08433333333333333,0.06766666666666667,0.126,30938.734178333336,20648.024316666666,20126.26506,23904.341184999997,2.0,1.0,1.0,1.0,2017
2017-01-05 00:00:00,1,5,0,8.998333333333333,78.98333333333333,0.08566666666666667,0.06183333333333333,0.11866666666666666,25979.746834999998,17604.255318333333,17222.168675,20268.723609444445,3.0,1.0,1.0,1.0,2017
2017-01-05 01:00:00,1,5,1,8.255,80.13333333333334,0.08566666666666667,0.08066666666666666,0.12,22892.151898333334,15351.975685,15485.301206666665,17909.80959666667,3.0,1.0,1.0,1.0,2017
2017-01-05 02:00:00,1,5,2,7.793333333333333,80.83333333333333,0.08533333333333333,0.078,0.13333333333333333,21503.797468333334,13859.574468333332,14428.915665,16597.429200555554,3.0,1.0,1.0,1.0,2017
2017-01-05 03:00:00,1,5,3,7.545000000000001,79.55,0.08283333333333333,0.06966666666666667,0.15083333333333332,21075.443038333335,13456.534953333334,13947.951806666666,16159.976599444444,3.0,1.0,1.0,1.0,2017
2017-01-05 04:00:00,1,5,4,7.0328333333333335,78.68333333333334,0.0855,0.07283333333333333,0.126,20864.810128333334,13435.866263333335,13815.903613333334,16038.860001666668,3.0,1.0,1.0,1.0,2017
2017-01-05 05:00:00,1,5,5,7.07,76.63333333333334,0.08416666666666667,0.06483333333333334,0.14216666666666666,21619.240508333332,14100.303951666667,14255.421688333334,16658.322049444443,3.0,1.0,1.0,1.0,2017
2017-01-05 06:00:00,1,5,6,6.904166666666666,73.95,0.085,0.06583333333333334,0.11583333333333334,23991.898736666666,15520.364741666666,14994.698794999998,18168.987424444444,3.0,1.0,1.0,1.0,2017
2017-01-05 07:00:00,1,5,7,6.051333333333333,79.89999999999999,0.08716666666666667,0.06666666666666667,0.131,24311.898736666666,15889.969605,12842.409636666665,17681.42599277778,3.0,1.0,1.0,1.0,2017
2017-01-05 08:00:00,1,5,8,5.7459999999999996,82.11666666666666,0.08566666666666667,12.5,7.686333333333334,25332.65822833333,16802.431613333334,11999.036145,18044.708662222223,3.0,1.0,1.0,1.0,2017
2017-01-05 09:00:00,1,5,9,6.192,74.8,0.08383333333333333,136.53333333333333,29.813333333333333,28410.126583333335,18827.355625,13608.674698333334,20282.052302222222,3.0,1.0,1.0,1.0,2017
2017-01-05 10:00:00,1,5,10,8.238333333333333,65.66,0.08566666666666667,287.43333333333334,38.324999999999996,30741.265823333335,20322.188449999998,14911.807228333333,21991.753833888888,3.0,1.0,1.0,1.0,2017
2017-01-05 11:00:00,1,5,11,11.195,61.315,0.085,408.6666666666667,44.965,32541.772153333335,21141.033435,16002.891566666667,23228.565718333335,3.0,1.0,1.0,1.0,2017
2017-01-05 12:00:00,1,5,12,14.716666666666667,60.07333333333333,0.08416666666666667,478.6666666666667,49.57,33379.240508333336,21782.370821666667,16482.891565,23881.500965,3.0,1.0,1.0,1.0,2017
2017-01-05 13:00:00,1,5,13,16.656666666666666,58.471666666666664,0.08316666666666667,488.8666666666666,56.675000000000004,33581.772151666664,21709.42249333333,17116.144578333333,24135.77974111111,3.0,1.0,1.0,1.0,2017
2017-01-05 14:00:00,1,5,14,17.565,56.48499999999999,0.084,445.01666666666665,63.794999999999995,32695.696203333337,21616.413375,16943.614456666666,23751.90801166667,3.0,1.0,1.0,1.0,2017
2017-01-05 15:00:00,1,5,15,18.218333333333334,53.333333333333336,0.08783333333333332,335.34999999999997,133.53333333333333,31992.911389999997,21481.45896666667,16260.240963333332,23244.87044,3.0,1.0,1.0,1.0,2017
2017-01-05 16:00:00,1,5,16,17.198333333333334,51.955000000000005,0.077,189.46666666666667,209.98333333333335,31713.417719999998,21135.562311666665,16006.74699,22951.90900722222,3.0,1.0,1.0,1.0,2017
2017-01-05 17:00:00,1,5,17,16.028333333333332,57.43,0.0765,61.580000000000005,72.49333333333333,37397.46835333334,24491.79331333333,21768.6747,27885.978788888886,3.0,1.0,1.0,1.0,2017
2017-01-05 18:00:00,1,5,18,14.163333333333334,63.794999999999995,0.08783333333333333,5.065499999999999,5.315333333333333,43572.65822666667,27285.106383333332,25725.301203333333,32194.35527111111,3.0,1.0,1.0,1.0,2017
2017-01-05 19:00:00,1,5,19,12.511666666666665,69.78666666666668,0.07533333333333334,0.06333333333333334,0.1045,43395.44304,27177.507598333334,25625.060241666666,32066.00362666667,3.0,1.0,1.0,1.0,2017
2017-01-05 20:00:00,1,5,20,11.200000000000001,75.35000000000001,0.079,0.05566666666666667,0.11266666666666668,42954.93670833333,27000.607903333334,25720.481928333335,31892.008846666668,3.0,1.0,1.0,1.0,2017
2017-01-05 21:00:00,1,5,21,11.446666666666665,79.89999999999999,0.08583333333333333,0.05566666666666666,0.11649999999999999,40561.01266,25939.20972833333,24989.879520000002,30496.700636111113,3.0,1.0,1.0,1.0,2017
2017-01-05 22:00:00,1,5,22,10.531666666666666,82.11666666666666,0.08600000000000001,0.0605,0.122,36883.037975,24014.589666666667,23294.45783166667,28064.028491111112,3.0,1.0,1.0,1.0,2017
2017-01-05 23:00:00,1,5,23,9.536666666666667,83.71666666666667,0.08533333333333333,0.05566666666666667,0.146,31877.468353333334,20868.69300833333,20491.566264999998,24412.575875555554,3.0,1.0,1.0,1.0,2017
2017-01-06 00:00:00,1,6,0,8.873333333333333,85.46666666666665,0.08383333333333333,0.05983333333333333,0.14166666666666666,27172.65822833333,17880.85106333333,17337.831323333332,20797.11353833333,4.0,1.0,1.0,1.0,2017
2017-01-06 01:00:00,1,6,1,8.508333333333333,86.31666666666666,0.08566666666666667,0.07016666666666667,0.144,23968.607594999998,15595.136776666666,15429.397591666666,18331.047321111113,4.0,1.0,1.0,1.0,2017
2017-01-06 02:00:00,1,6,2,8.076666666666666,87.2,0.0835,0.07333333333333333,0.148,22291.645570000004,14458.966565,14511.807228333333,17087.47312111111,4.0,1.0,1.0,1.0,2017
2017-01-06 03:00:00,1,6,3,8.33,87.0,0.08750000000000001,0.05883333333333333,0.15283333333333335,21861.265823333335,13959.878418333334,14093.493976666667,16638.212739444443,4.0,1.0,1.0,1.0,2017
2017-01-06 04:00:00,1,6,4,8.02,88.18333333333334,0.08700000000000001,0.05983333333333333,0.18033333333333332,21453.164556666667,13863.829786666667,13935.421686666667,16417.47201,4.0,1.0,1.0,1.0,2017
2017-01-06 05:00:00,1,6,5,8.341666666666667,88.55,0.0825,0.055,0.14983333333333335,21987.8481,14502.735563333334,14397.108433333333,16962.56403222222,4.0,1.0,1.0,1.0,2017
2017-01-06 06:00:00,1,6,6,8.676666666666668,86.63333333333333,0.084,0.06516666666666666,0.15183333333333332,23874.43038,15910.638298333333,14864.578313333333,18216.54899722222,4.0,1.0,1.0,1.0,2017
2017-01-06 07:00:00,1,6,7,9.373333333333333,82.64999999999999,0.084,0.06766666666666667,0.13849999999999998,23613.164558333334,16042.553191666666,12639.036143333333,17431.584631111113,4.0,1.0,1.0,1.0,2017
2017-01-06 08:00:00,1,6,8,8.961666666666666,82.61666666666666,0.085,11.870666666666667,9.490833333333333,24894.177215,16798.176291666667,11934.45783,17875.60377888889,4.0,1.0,1.0,1.0,2017
2017-01-06 09:00:00,1,6,9,10.068333333333333,79.26666666666667,0.08533333333333333,92.36666666666667,76.355,28254.177216666667,18829.17933,13562.40964,20215.255395555556,4.0,1.0,1.0,1.0,2017
